context_id	word	gold_sense_id	predict_sense_id	positions	context	context_wo	contextmorph	wordpos	feature_cos	feature_prob
1528	задача	2.1	3	80-86	Мама] требует, чтобы уроки были сделаны, а сама не смогла бы решить ни одной из задач	Мама] требует, чтобы уроки были сделаны, а сама не смогла бы решить ни одной из	мама_NOUN требовать_VERB чтобы_SCONJ урок_NOUN быть_VERB сделать_VERB а_PART сам_DET не_PART смочь_VERB бы_PART решать_VERB ни_PART один_DET из_ADP	задача_NOUN	[0.24032757, 0.17708926, 0.20904475, 0.41927215, 0.1871138, 0.2610131, 0.2285025, 0.24941936, 0.25750238]	[0.546743062192958, 0.5319489458608376, 0.5387612139051975, 0.5803371626606668, 0.5347196620775878, 0.550082791689473, 0.5436731591948945, 0.5476720028499339, 0.5488668402786979]
1529	задача	2.1	3	17-24	Он взялся решать задачи из задачника повышенной трудности	Он взялся решать  из задачника повышенной трудности	он_PRON взяться_VERB решать_VERB из_ADP задачник_NOUN повышенный_ADJ трудность_NOUN	задача_NOUN	[0.4727849, 0.3833769, 0.44581136, 0.4814125, 0.382411, 0.48259613, 0.46140307, 0.45136642, 0.66580355]	[0.5706703373411832, 0.5532281056044349, 0.5635526503630278, 0.5712944073357384, 0.5546098553203266, 0.5711894160852454, 0.5677856121654886, 0.566362274634467, 0.5965577033339704]
1530	задача	2.1	4	73-80	На оборотной стороне этого титульного листа им была переписана шахматная задача из «Науки и жизни», которую он сейчас собирался решить	На оборотной стороне этого титульного листа им была переписана шахматная  из «Науки и жизни», которую он сейчас собирался решить	на_ADP оборотный_ADJ сторона_NOUN это_PRON титульный_ADJ лист_NOUN они_PRON быть_VERB переписывать_VERB шахматный_ADJ из_ADP наука_NOUN и_SCONJ жизнь_NOUN который_DET он_PRON сейчас_ADV собираться_VERB решать_VERB	задача_NOUN	[0.43342254, 0.49885693, 0.52693814, 0.26303378, 0.45725298, 0.5276294, 0.4831125, 0.49567315, 0.49918824]	[0.5562391410932132, 0.5599136802234873, 0.5650292200238631, 0.5339101623146192, 0.5565262804600257, 0.5674441490554478, 0.5615260378952399, 0.563140846838537, 0.5631460261105468]
1531	задача	2.1	7	101-109	Они не хотят жить по подсказке, чужим знанием, и нельзя общественную жизнь уподоблять математическим задачам, решение которых известно учителям, а ответ стоит в конца задачника	Они не хотят жить по подсказке, чужим знанием, и нельзя общественную жизнь уподоблять математическим   решение которых известно учителям, а ответ стоит в конца задачника	они_PRON не_PART хотеть_VERB жить_VERB по_ADP подсказка_NOUN чужой_ADJ знание_NOUN и_SCONJ нельзя_ADV общественный_ADJ жизнь_NOUN уподоблять_VERB математический_ADJ решение_NOUN который_DET известно_ADV учитель_NOUN а_PART ответ_NOUN стоять_VERB в_NOUN конец_NOUN задачник_NOUN	задача_NOUN	[0.5799447, 0.6107204, 0.67649084, 0.48962498, 0.60239065, 0.7299743, 0.68296456, 0.67365974, 0.60730684]	[0.5686736154431556, 0.5669965548060661, 0.5761851395670929, 0.557558231466803, 0.5679710049744642, 0.5850210661710388, 0.5792727705009666, 0.5782500009650589, 0.5701660940383695]
1532	задача	2.2	3	0-7	Задача о квадратуре круга	о квадратуре круга	о_INTJ квадратура_NOUN круг_NOUN	задача_NOUN	[0.336688, 0.20544328, 0.2576855, 0.2979444, 0.22234738, 0.30211493, 0.28894022, 0.23281199, 0.28719646]	[0.5653015648075009, 0.5370468915254151, 0.547730506217985, 0.5573351530677023, 0.5412300568147139, 0.5579034433442331, 0.5551403959019605, 0.5445152085485547, 0.5544595945870873]
1533	задача	2.2	7	24-32	Вычислительные методы в задачах теплообмена	Вычислительные методы в  теплообмена	вычислительный_ADJ метод_NOUN в_NOUN теплообмен_NOUN	задача_NOUN	[0.44276664, 0.61171776, 0.672016, 0.41807863, 0.6312943, 0.74196637, 0.77865314, 0.746933, 0.46838513]	[0.5631076941934634, 0.5804749252730761, 0.5907032386964544, 0.5590840643398601, 0.5853444367664841, 0.6034198578865082, 0.6078804524656433, 0.6036668737273396, 0.565132225158014]
1534	задача	2.2	7	31-39	Статистическое моделирование в задачах дистанционного зондирования	Статистическое моделирование в  дистанционного зондирования	статистический_ADJ моделирование_NOUN в_NOUN дистанционный_ADJ зондирование_NOUN	задача_NOUN	[0.36864358, 0.60444486, 0.67898554, 0.39482576, 0.65150785, 0.734118, 0.7622912, 0.74797016, 0.37338963]	[0.5529918726370342, 0.5800775973887335, 0.5922449423226088, 0.5562107052987165, 0.5886198860512251, 0.6030478162559929, 0.606394387513952, 0.6045067874353133, 0.5523889948486941]
1535	задача	2.2	7	0-7	Задачи тысячелетия – семь важнейших математических проблем	тысячелетия – семь важнейших математических проблем	тысячелетие_NOUN семь_NUM важный_ADJ математический_ADJ проблема_NOUN	задача_NOUN	[0.7240329, 0.5786307, 0.60755724, 0.43935883, 0.51977277, 0.7059188, 0.68581784, 0.63400257, 0.5931528]	[0.6117196345291143, 0.5833229635512504, 0.5898367206583389, 0.5679053876456968, 0.577104634152122, 0.607638691827276, 0.6041861418185995, 0.5965678429217303, 0.5898712288694459]
1536	задача	2.2	7	47-54	Получается что-то вроде обобщения ограниченной задачи трех тел	Получается что-то вроде обобщения ограниченной  трех тел	получаться_VERB что_PRON то_PART вроде_PART обобщение_NOUN ограниченный_ADJ три_NUM тело_NOUN	задача_NOUN	[0.43519476, 0.5638133, 0.59731334, 0.32650498, 0.5774269, 0.64587164, 0.63802946, 0.6301781, 0.5061753]	[0.5599796130926802, 0.5718143301840495, 0.5781432546589176, 0.544685077415093, 0.5756058914221657, 0.5873742935590793, 0.5859356236274896, 0.5849413959164106, 0.5679918103521531]
1537	задача	2.2	7	0-7	Задачи данного класса характеризуются низким уровнем априорного математического описания	данного класса характеризуются низким уровнем априорного математического описания	данный_ADJ класс_NOUN характеризоваться_VERB низкий_ADJ уровень_NOUN априорный_ADJ математический_ADJ описание_NOUN	задача_NOUN	[0.50884134, 0.6449277, 0.708139, 0.3975389, 0.6592752, 0.82402134, 0.8040915, 0.75793684, 0.5683532]	[0.564207401544436, 0.5752112743661083, 0.5847540340520646, 0.5498150178283671, 0.5790320015550176, 0.6017516604986451, 0.5989005246068304, 0.5934072829239446, 0.5699211017458615]
1538	задача	3	4	10-16	Диспетчер задач	Диспетчер	диспетчер_NOUN	задача_NOUN	[0.15602477, 0.24459548, 0.33325198, 0.31000373, 0.3373154, 0.2907756, 0.30884454, 0.32084125, 0.16181023]	[0.5303977343769339, 0.5440733638964348, 0.5616015060648298, 0.5596341613479534, 0.5623645622038025, 0.5557485429386327, 0.558904761982493, 0.5612014272402535, 0.5307665363425977]
1539	задача	3	7	7-13	панель задач	панель	панель_NOUN	задача_NOUN	[0.100734085, 0.23597535, 0.27752888, 0.14557399, 0.28789264, 0.29293004, 0.32605967, 0.32080734, 0.093909815]	[0.5196397735097267, 0.5425277665576764, 0.551381037745107, 0.5281077372500625, 0.5533023632668685, 0.5561581380846269, 0.5621551014106102, 0.561195007184856, 0.5178709478015215]
1540	задача	3	3	20-29	переключаться между задачами	переключаться между	переключаться_VERB между_ADP	задача_NOUN	[0.25703412, 0.30650955, 0.2720221, 0.37710428, 0.28424183, 0.2828943, 0.28620878, 0.29574424, 0.28664142]	[0.5499714609888829, 0.5551480375155723, 0.5503685194178484, 0.5723769858218345, 0.5526314662599398, 0.5542495713681206, 0.554623331077006, 0.5564565995145155, 0.5543551675482806]
1541	задача	3	4	10-17	завершить задачу	завершить	завершать_VERB	задача_NOUN	[0.29207212, 0.41924953, 0.41217017, 0.34765726, 0.39675367, 0.3608469, 0.36479348, 0.36692303, 0.2669751]	[0.5567282968936009, 0.5751665894393958, 0.5759853292310971, 0.5667955974633478, 0.5732078312362847, 0.5690280818882495, 0.5694484472165218, 0.56988391325077, 0.5506523934099931]
1542	задача	3	4	73-79,96-102	Помимо точного позиционирования, программа предлагает функции диспетчера задач, добавляя панель задач на каждый монитор	Помимо точного позиционирования, программа предлагает функции диспетчера   добавляя панель  на каждый монитор	помимо_ADP точный_ADJ позиционирование_NOUN программа_NOUN предлагать_VERB функция_NOUN диспетчер_NOUN добавлять_VERB панель_NOUN на_ADP каждый_DET монитор_NOUN	задача_NOUN	[0.39458466, 0.6339865, 0.64915055, 0.46444115, 0.66245246, 0.678606, 0.7054274, 0.7002919, 0.3880792]	[0.5494435338841366, 0.5732832400648102, 0.5771088823642825, 0.5575978315350367, 0.5786877199542078, 0.5834126211838335, 0.5862438431998039, 0.5856713953457928, 0.5474721808286763]
1543	задержка	1.1	3	12-21	Двухчасовая задержка в Бологом	Двухчасовая  в Бологом	двухчасовой_ADJ в_NOUN бологое_NOUN	задержка_NOUN	[0.26088455, 0.17896087, 0.14499085, 0.21804234, 0.17184024, 0.20072879, 0.18596162, 0.13565797, 0.20206381]	[0.5426248187581403, 0.529704677263339, 0.5261108260435712, 0.537475447183778, 0.5293746618681419, 0.5345906987705432, 0.532605365108547, 0.5243739481674419, 0.5359569724446527]
1544	задержка	1.1	6	20-29	Что делать в случае задержки поезда в пути?	Что делать в случае  поезда в пути?	что_PRON делать_VERB в_NOUN случай_NOUN поезд_NOUN в_NOUN путь_NOUN	задержка_NOUN	[0.218256, 0.3095156, 0.21807523, 0.15803349, 0.2106941, 0.20233211, 0.28082415, 0.23714435, 0.37653884]	[0.5356859062076726, 0.5512546179342436, 0.5392272921284178, 0.5271857920277726, 0.535995566919752, 0.5348660969429371, 0.549148735496328, 0.5425389246536415, 0.5667201244261809]
1545	задержка	1.1	3	155-164	Вскоре я почувствовал всю муторность этой процедуры [сбора финансовых документов о тратах] и проклял все на свете, поскольку за несколько дней вынужденной задержки в Катманду, кажется, только этим и занимался	Вскоре я почувствовал всю муторность этой процедуры [сбора финансовых документов о тратах] и проклял все на свете, поскольку за несколько дней вынужденной  в Катманду, кажется, только этим и занимался	вскоре_ADV я_PRON почувствовать_VERB весь_DET муторность_NOUN этот_DET процедура_NOUN сбор_NOUN финансовый_ADJ документ_NOUN о_INTJ трата_NOUN и_SCONJ проклинать_VERB все_PRON на_ADP света_NOUN поскольку_SCONJ за_ADP несколько_ADV день_NOUN вынужденный_ADJ в_NOUN катманду_NOUN кажется_ADV только_PART это_PRON и_SCONJ заниматься_VERB	задержка_NOUN	[0.36420372, 0.36810663, 0.36950144, 0.49484485, 0.504336, 0.65014637, 0.43076035, 0.3139256, 0.37290788]	[0.5357331690401115, 0.5366413497099864, 0.5398810468505295, 0.5509540376854672, 0.5516080612977047, 0.5669328099835119, 0.5452612171255383, 0.5338210089414902, 0.5398038346524633]
1546	задержка	1.1	3	46-55	Я должен буду найти хороший предлог для своей задержки в Москве, чтобы не вызвать подозрения	Я должен буду найти хороший предлог для своей  в Москве, чтобы не вызвать подозрения	я_PRON должный_ADJ быть_VERB находить_VERB хороший_ADJ предлог_NOUN для_ADP свой_DET в_NOUN москва_NOUN чтобы_SCONJ не_PART вызывать_VERB подозрение_NOUN	задержка_NOUN	[0.28125685, 0.30261648, 0.16296788, 0.37634808, 0.33392012, 0.3433562, 0.19253382, 0.28379723, 0.42947656]	[0.5374221437431488, 0.54083866017256, 0.5238899582326715, 0.5525500546697059, 0.5463777804757441, 0.5480854237811716, 0.5274865631311415, 0.5414385569707405, 0.561988789645417]
1547	задержка	1.1	3	27-36	О племянниках Жгутов после задержки в Москве и думать не мог без злобы	О племянниках Жгутов после  в Москве и думать не мог без злобы	о_INTJ племянник_NOUN жгут_NOUN после_ADV в_NOUN москва_NOUN и_SCONJ думать_VERB не_PART мочь_VERB без_ADP злоба_NOUN	задержка_NOUN	[0.08929811, 0.13926055, 0.060484592, 0.21571878, 0.11291516, 0.1349835, 0.05168411, 0.07905436, 0.17403783]	[0.5146213682997748, 0.523125794309536, 0.510900631274055, 0.5370775794525734, 0.5193145569452947, 0.5232814680961171, 0.5090738507146574, 0.5142113063425678, 0.5309835868778703]
1548	задержка	1.2	7	0-9	Задержка взгляда на собеседнике	взгляда на собеседнике	взгляд_NOUN на_ADP собеседник_NOUN	задержка_NOUN	[0.13644895, 0.19402595, 0.11516552, 0.06836746, 0.12755783, 0.12107033, 0.15998045, 0.1711384, 0.16025518]	[0.5223331843803685, 0.5321985999902552, 0.5207466784862878, 0.5117703842715589, 0.5218162380143134, 0.5208847344767047, 0.5280603309895063, 0.5307343827400074, 0.5285354429534346]
1549	задержка	1.2	6	28-37	Фиксация – это сознательная задержка взгляда на изображении	Фиксация – это сознательная  взгляда на изображении	фиксация_NOUN это_PRON сознательный_ADJ взгляд_NOUN на_ADP изображение_NOUN	задержка_NOUN	[0.2690379, 0.24374796, 0.36750135, 0.15809564, 0.30947414, 0.36032566, 0.48442352, 0.4227529, 0.22870593]	[0.5349029484228457, 0.5320928543834077, 0.5523630790482067, 0.5215852592831701, 0.5419216390171321, 0.5491834107566025, 0.567076145782763, 0.5600203429936071, 0.5323000472359842]
1550	задержка	1.2	7	0-9	Задержка внимания всегда вызывает особое, но не обязательно отрицательное состояние психики	внимания всегда вызывает особое, но не обязательно отрицательное состояние психики	внимание_NOUN всегда_ADV вызывать_VERB особый_ADJ но_SCONJ не_PART обязательно_ADV отрицательный_ADJ состояние_NOUN психика_NOUN	задержка_NOUN	[0.35082528, 0.31128275, 0.42061207, 0.24283797, 0.48628587, 0.42971605, 0.60044354, 0.64062726, 0.37750503]	[0.5417901760887438, 0.5376391251909769, 0.5550454627230418, 0.5304458799141888, 0.5603732157142566, 0.5538598952232188, 0.5762572564476302, 0.5831958470677657, 0.5488996122745028]
1551	задержка	1.2	4		Речь в защиту францисканского отказа от мирских благ произносится Вильгельмом именно в это время и поэтому выполняет одновременно и функцию ретардации	Речь в защиту францисканского отказа от мирских благ произносится Вильгельмом именно в это время и поэтому выполняет одновременно и функцию ретардации	речь_NOUN в_NOUN защита_NOUN францисканский_ADJ отказ_NOUN от_ADP мирской_ADJ благо_NOUN произноситься_VERB вильгельм_NOUN именно_PART в_NOUN это_PRON время_NOUN и_SCONJ поэтому_ADV выполнять_VERB одновременно_ADV и_SCONJ функция_NOUN ретардация_NOUN	задержка_NOUN	[0.48929724, 0.4603887, 0.588725, 0.42935014, 0.60657775, 0.5598379, 0.6637293, 0.63908756, 0.4331146]	[0.557073794808426, 0.5545086155786723, 0.5753287385127341, 0.552687665716455, 0.5737139792398027, 0.5686820775254496, 0.5825975082982701, 0.5814682624553893, 0.5550019464680273]
1552	задержка	1.2	3	11-20	намеренной задержки внимания	намеренной  внимания	намеренный_ADJ внимание_NOUN	задержка_NOUN	[0.305271, 0.28863493, 0.27471706, 0.34894624, 0.35384098, 0.3402789, 0.2644082, 0.2855747, 0.26714778]	[0.5498322979007243, 0.5478187319006965, 0.5493565109876436, 0.559799306340946, 0.5602615726988054, 0.5584639147979514, 0.546292633118733, 0.5511707142987848, 0.5474773081458073]
1553	задержка	1.2	6		в кульминационной вершине детективного сюжета	в кульминационной вершине детективного сюжета	в_NOUN кульминационный_ADJ вершина_NOUN детективный_ADJ сюжет_NOUN	задержка_NOUN	[0.09327624, 0.0882044, 0.10682803, -0.0016621, 0.07167432, 0.09808245, 0.2112966, 0.15316963, 0.10782891]	[0.5152723283771655, 0.5146536041163169, 0.5192462487363324, 0.4997137934064363, 0.5122637920906903, 0.5169226916434547, 0.5370321591279711, 0.5275143104926172, 0.5192117157313926]
1554	задержка	2.1	3	0-9	Задержка на собрании	на собрании	на_ADP собрание_NOUN	задержка_NOUN	[0.16445427, 0.137368, 0.12950268, 0.22879514, 0.22020777, 0.25334272, 0.13732953, 0.117551886, 0.20252272]	[0.5269088280447939, 0.5228119548107071, 0.5233259143682385, 0.5393161108431584, 0.537614884982434, 0.5436161358044949, 0.5240940524447172, 0.5211249668729439, 0.5360383458178892]
1555	задержка	2.1	7	0-9	задержка больного на лечении	больного на лечении	больной_NOUN на_ADP лечение_NOUN	задержка_NOUN	[0.22835298, 0.19794671, 0.26149735, 0.24569899, 0.340544, 0.3442999, 0.3747488, 0.5982555, 0.33011347]	[0.5333162948965591, 0.5293125155953046, 0.5419512584804169, 0.5376725861272965, 0.5518065767379668, 0.5528180225383547, 0.5584330205711534, 0.5948087271572653, 0.552304727387121]
1556	задержка	2.1	4	0-9	задержка всех проезжающих машин для проверки	всех проезжающих машин для проверки	все_PRON проезжающий_NOUN машина_NOUN для_ADP проверка_NOUN	задержка_NOUN	[0.5027892, 0.38308123, 0.36747512, 0.2846507, 0.42537996, 0.5323424, 0.51148397, 0.36162087, 0.291807]	[0.5644853739203982, 0.5499630417924244, 0.5519712558837628, 0.5385215105871543, 0.5570767913679809, 0.571853739714085, 0.5702527216581215, 0.551026419236864, 0.5408697306702007]
1557	задержка	2.1	7	94-103	По просьбе Ральфа ему [Курильщику] не стали придумывать никаких мифических болезней, объяснив задержку в лазарете всего лишь неблагоприятными анализами, но мнительного мальчишку и это напугало до смерти	По просьбе Ральфа ему [Курильщику] не стали придумывать никаких мифических болезней, объяснив  в лазарете всего лишь неблагоприятными анализами, но мнительного мальчишку и это напугало до смерти	по_ADP просьба_NOUN ральф_NOUN он_PRON курильщик_NOUN не_PART становиться_VERB придумывать_VERB никакой_DET мифический_ADJ болезнь_NOUN объяснять_VERB в_NOUN лазарет_NOUN всего_PART лишь_PART неблагоприятный_ADJ анализ_NOUN но_SCONJ мнительный_ADJ мальчишка_NOUN и_SCONJ это_PRON напугать_VERB до_ADP смерть_NOUN	задержка_NOUN	[0.40362984, 0.3475042, 0.34911826, 0.45055732, 0.48995072, 0.4459422, 0.42915452, 0.57173127, 0.46690014]	[0.5412830356008468, 0.536082090791013, 0.5393060730700978, 0.5484080305880717, 0.5522900004964193, 0.5480275069224453, 0.5470239923844755, 0.5639936841050762, 0.551905107360889]
1558	задержка	2.2	7	0-9	Задержка талых вод	талых вод	талый_ADJ вода_NOUN	задержка_NOUN	[0.22848867, 0.2259522, 0.16500594, 0.07328013, 0.14808683, 0.21223877, 0.3137643, 0.31060186, 0.12681189]	[0.5373528960536442, 0.5374782882646969, 0.5297073029900656, 0.5126158179221345, 0.5253217182273455, 0.5365672750178747, 0.5548698237317979, 0.5556196158587435, 0.5225896326865468]
1559	задержка	2.2	4	0-9	задержка сил неприятеля	сил неприятеля	сила_NOUN неприятель_NOUN	задержка_NOUN	[0.17427637, 0.25084272, 0.24634129, 0.19458322, 0.27381998, 0.22459725, 0.3304164, 0.2622714, 0.28666773]	[0.528512582750122, 0.5415887129419862, 0.5442866742449048, 0.5334562457678899, 0.5467244969927281, 0.5386882825039304, 0.5577565476707157, 0.5470208711354168, 0.5509231546471003]
1560	задержка	2.2	4	109-118	Эти примеры показывают, что водяной змей […] убивается или неизвестно за что, или же ему приписывают засуху, задержку вод, и этим мотивируют бой	Эти примеры показывают, что водяной змей […] убивается или неизвестно за что, или же ему приписывают засуху,  вод, и этим мотивируют бой	этот_DET пример_NOUN показывать_VERB что_PRON водяной_ADJ змея_NOUN убиваться_VERB или_SCONJ неизвестно_ADV за_ADP что_PRON или_SCONJ же_PART он_PRON приписывать_VERB засуха_NOUN вода_NOUN и_SCONJ это_PRON мотивировать_VERB бой_NOUN	задержка_NOUN	[0.3243777, 0.3522986, 0.30107477, 0.32428038, 0.4111289, 0.43393546, 0.42653924, 0.41292813, 0.2976329]	[0.5385055218172332, 0.5424138434050672, 0.5393291830455887, 0.540462662554689, 0.5509192108411308, 0.5541781162414675, 0.5541747114609267, 0.5537135127064344, 0.5384530334715646]
1561	задержка	2.2	4	132-142	Заболотить [Дьячковскую степь] возможно, по-моему, строгим выполнением одного условия: чтобы вся атмосферная влага входила в почву… задержкой снега и устранением стока дождевых вод – через более или менее продолжительный период времени можно поднять уровень грунтовых вод	Заболотить [Дьячковскую степь] возможно, по-моему, строгим выполнением одного условия: чтобы вся атмосферная влага входила в почву…  снега и устранением стока дождевых вод – через более или менее продолжительный период времени можно поднять уровень грунтовых вод	заболачивать_VERB дьячковский_ADJ степь_NOUN возможно_ADV по_ADP мой_DET строгий_ADJ выполнение_NOUN один_DET условие_NOUN чтобы_SCONJ весь_DET атмосферный_ADJ влага_NOUN входить_VERB в_NOUN почва_NOUN снег_NOUN и_SCONJ устранение_NOUN сток_NOUN дождевой_ADJ вода_NOUN через_ADP более_ADV или_SCONJ менее_ADV продолжительный_ADJ период_NOUN время_NOUN можно_ADV подымать_VERB уровень_NOUN грунтовый_ADJ вода_NOUN	задержка_NOUN	[0.49693123, 0.4595002, 0.5658645, 0.31869912, 0.59749, 0.6127972, 0.7306373, 0.64936805, 0.42534167]	[0.547644811621032, 0.5447169097828657, 0.5596056200398474, 0.5321788823784667, 0.559754163753994, 0.5617880737111914, 0.5747627682400125, 0.5681357591631157, 0.5444024101234896]
1562	задержка	2.2	6	95-105	Считай свою фляжку единственным источником воды, береги и экономь ее, пей короткими глотками с задержкой воды во рту	Считай свою фляжку единственным источником воды, береги и экономь ее, пей короткими глотками с  воды во рту	считать_VERB свой_DET фляжка_NOUN единственный_ADJ источник_NOUN вода_NOUN беречь_VERB и_SCONJ экономить_VERB она_PRON пить_VERB короткий_ADJ глоток_NOUN с_NOUN вода_NOUN во_PART рот_NOUN	задержка_NOUN	[0.34404182, 0.3119779, 0.3271792, 0.20527734, 0.32966647, 0.41742563, 0.47885457, 0.4119902, 0.24356328]	[0.5395230866407545, 0.5363757127779406, 0.541356601461415, 0.5248246003523227, 0.539572295806982, 0.550468307089443, 0.5588230552561866, 0.5518827406544712, 0.5304786024027586]
1563	задержка	3	4	12-21	Вынужденная задержка	Вынужденная	вынужденный_ADJ	задержка_NOUN	[0.36056343, 0.3799466, 0.3404605, 0.40789303, 0.5027656, 0.42587605, 0.34795007, 0.30458435, 0.308955]	[0.5587811779529774, 0.5628060031643802, 0.5610617209775691, 0.5697788785821495, 0.5852033123678583, 0.5729817041650592, 0.5607918893228933, 0.5545507164096806, 0.5548515282792875]
1564	задержка	3	4	0-9	задержка по уважительной причине	по уважительной причине	по_ADP уважительный_ADJ причина_NOUN	задержка_NOUN	[0.44062465, 0.38006738, 0.3362348, 0.44475904, 0.51392287, 0.4028166, 0.363467, 0.39599228, 0.42210385]	[0.5589823766390555, 0.5516768778351501, 0.549601854175605, 0.5625568811553281, 0.5717218502176192, 0.5568434337198561, 0.5522122155458261, 0.5582034842934301, 0.561471277434289]
1565	задержка	3	4	6-15	Вышла задержка	Вышла	выходить_VERB	задержка_NOUN	[0.22960654, 0.259241, 0.12972602, 0.17680542, 0.19669966, 0.20325957, 0.17130615, 0.15741952, 0.23752642]	[0.5375349611896553, 0.5429743608199251, 0.5233660906313529, 0.5304074935810201, 0.5336121723457661, 0.5350253911356136, 0.5300422211721418, 0.5282761215277005, 0.5422396572114716]
1566	задержка	3	4	21-30	Каковы причины вашей задержки?	Каковы причины вашей	каков_DET причина_NOUN ваш_DET	задержка_NOUN	[0.33460096, 0.327318, 0.35392672, 0.34827092, 0.45867297, 0.3658016, 0.4087364, 0.4057206, 0.39245677]	[0.5448143576365188, 0.5444821981570341, 0.5521189715666833, 0.549015000839203, 0.5640102552600162, 0.5515856461226316, 0.5585753073805969, 0.5595352592055322, 0.5571116426134147]
1567	задержка	3	3	12-21	Извините за задержку	Извините за	извинять_VERB за_ADP	задержка_NOUN	[0.26952976, 0.28516772, 0.14020553, 0.2846131, 0.21781522, 0.20966095, 0.15015233, 0.2039449, 0.21360023]	[0.5440301220901759, 0.5472477627862026, 0.5252505544692245, 0.5488526732137532, 0.5372077283526917, 0.5361246779163096, 0.5263397876290065, 0.5366066439599826, 0.5380021454391204]
1568	задержка	3	6		Испортился мотор у воронка, который имел наряд везти заключенных на свидание, и пока созванивались и выясняли, как быть,	Испортился мотор у воронка, который имел наряд везти заключенных на свидание, и пока созванивались и выясняли, как быть,	испортиться_VERB мотор_NOUN у_ADP воронка_NOUN который_DET иметь_VERB наряд_NOUN везти_VERB заключенный_ADJ на_ADP свидание_NOUN и_SCONJ пока_ADV созваниваться_VERB и_SCONJ выяснять_VERB как_ADV быть_VERB	задержка_NOUN	[0.40842116, 0.247619, 0.24241847, 0.16002096, 0.21281241, 0.25593665, 0.35307583, 0.24372923, 0.13233039]	[0.5664962933919364, 0.5410566648699401, 0.5435850483862873, 0.5275269992904245, 0.5363561816995466, 0.5440604135687964, 0.561678386032229, 0.5437141769256274, 0.5235712473240149]
1569	задержка	3	4	6-15	вышла задержка	вышла	выходить_VERB	задержка_NOUN	[0.22960654, 0.259241, 0.12972602, 0.17680542, 0.19669966, 0.20325957, 0.17130615, 0.15741952, 0.23752642]	[0.5375349611896553, 0.5429743608199251, 0.5233660906313529, 0.5304074935810201, 0.5336121723457661, 0.5350253911356136, 0.5300422211721418, 0.5282761215277005, 0.5422396572114716]
1570	задержка	3	7	112-121	Еще издали увидев кислую мину изрядно заждавшегося гостя, я похолодел. Но когда Афанасьев узнал о причине нашей задержки, он совершенно по-мальчишески расхохотался	Еще издали увидев кислую мину изрядно заждавшегося гостя, я похолодел. Но когда Афанасьев узнал о причине нашей   он совершенно по-мальчишески расхохотался	еще_ADV издали_ADV увидеть_VERB кислый_ADJ мина_NOUN изрядно_ADV заждаться_VERB гость_NOUN я_PRON похолодеть_VERB но_SCONJ когда_ADV афанасьев_NOUN узнавать_VERB о_INTJ причина_NOUN наш_DET он_PRON совершенно_ADV по_ADP мальчишеский_ADJ расхохотаться_VERB	задержка_NOUN	[0.26642236, 0.3816807, 0.23112732, 0.2192579, 0.20838119, 0.26257542, 0.31136206, 0.31903592, 0.22148558]	[0.5271731527684577, 0.5394550657593271, 0.5259456327120994, 0.5235171047034147, 0.5222151323091903, 0.5282204527084118, 0.5340254874921172, 0.5356987345992588, 0.5245905083953568]
1571	задержка	3	5	48-57	Взглянув на часы, Алеша Коренев убеждается, что задержка ничтожная, всего в пять-семь минут, а свадьба из какого-то неписаного суеверия никогда в назначенный час не начинаются	Взглянув на часы, Алеша Коренев убеждается, что  ничтожная, всего в пять-семь минут, а свадьба из какого-то неписаного суеверия никогда в назначенный час не начинаются	взглядывать_VERB на_ADP часы_NOUN алеша_NOUN коренев_NOUN убеждаться_VERB что_PRON ничтожный_ADJ всего_PART в_NOUN пять_NUM семь_NUM минута_NOUN а_PART свадьба_NOUN из_ADP какой_DET то_PART неписаный_ADJ суеверие_NOUN никогда_ADV в_NOUN назначать_VERB час_NOUN не_PART начинаться_VERB	задержка_NOUN	[0.2107774, 0.16992511, 0.19271411, 0.21277502, 0.14525034, 0.34944072, 0.2679648, 0.193128, 0.18323378]	[0.5344670587506712, 0.5282081629070349, 0.5346809614406836, 0.5365734185264196, 0.5248375048675964, 0.5600230535460532, 0.5469116855107594, 0.5346715044089515, 0.5326161864219637]
1572	задержка	3	4	79-88	На месте военные тут же скорректировали план […], заявив, что их не интересует задержка по «погоде» «все будет делаться по расписанию»	На месте военные тут же скорректировали план […], заявив, что их не интересует  по «погоде» «все будет делаться по расписанию»	на_ADP место_NOUN военный_NOUN тут_ADV же_PART скорректировать_VERB план_NOUN заявлять_VERB что_PRON они_PRON не_PART интересовать_VERB по_ADP погода_NOUN все_PRON быть_VERB делаться_VERB по_ADP расписание_NOUN	задержка_NOUN	[0.34621063, 0.3097427, 0.48557803, 0.23766918, 0.40332496, 0.47598997, 0.48230037, 0.33118305, 0.25703815]	[0.5564616565640619, 0.5512919508566866, 0.5866422814227045, 0.5408343712596895, 0.5685893938651427, 0.5814249777883408, 0.5838832073217044, 0.5592715356187912, 0.5456908299393028]
